source,product_key,observed_id,color_code,category_path,category_url,evidence_url,evidence_type
musinsa,6656659,6656659,,바지 > 숏 팬츠,,https://goods-detail.musinsa.com/api2/goods/6656659,restored_survey
musinsa,5886363,5886363,,바지 > 코튼 팬츠,,https://goods-detail.musinsa.com/api2/goods/5886363,restored_survey
musinsa,5279560,5279560,,바지 > 코튼 팬츠,,https://goods-detail.musinsa.com/api2/goods/5279560,restored_survey
musinsa,6723562,6723562,,바지 > 데님 팬츠,,https://goods-detail.musinsa.com/api2/goods/6723562,restored_survey
musinsa,6786592,6786592,,바지 > 숏 팬츠,,https://goods-detail.musinsa.com/api2/goods/6786592,restored_survey
musinsa,6385539,6385539,,바지 > 슈트 팬츠 > 슬랙스,,https://goods-detail.musinsa.com/api2/goods/6385539,restored_survey
musinsa,1803235,1803235,,바지 > 슈트 팬츠 > 슬랙스,,https://goods-detail.musinsa.com/api2/goods/1803235,restored_survey
musinsa,6729879,6729879,,바지 > 트레이닝 > 조거 팬츠,,https://goods-detail.musinsa.com/api2/goods/6729879,restored_survey
musinsa,6729526,6729526,,스포츠 > 레저 > 하의 > 기타 바지,,https://goods-detail.musinsa.com/api2/goods/6729526,restored_survey
musinsa,6679899,6679899,,스포츠 > 레저 > 하의 > 기타 바지,,https://goods-detail.musinsa.com/api2/goods/6679899,restored_survey
musinsa,6532779,6532779,,바지 > 코튼 팬츠,,https://goods-detail.musinsa.com/api2/goods/6532779,restored_survey
musinsa,6754165,6754165,,바지 > 트레이닝 > 조거 팬츠,,https://goods-detail.musinsa.com/api2/goods/6754165,restored_survey
musinsa,3791988,3791988,,바지 > 데님 팬츠,,https://goods-detail.musinsa.com/api2/goods/3791988,restored_survey
musinsa,3154695,3154695,,바지 > 슈트 팬츠 > 슬랙스,,https://goods-detail.musinsa.com/api2/goods/3154695,restored_survey
musinsa,6697003,6697003,,바지 > 숏 팬츠,,https://goods-detail.musinsa.com/api2/goods/6697003,restored_survey
musinsa,1884480,1884480,,바지 > 숏 팬츠,,https://goods-detail.musinsa.com/api2/goods/1884480,restored_survey
musinsa,2124438,2124438,,바지 > 슈트 팬츠 > 슬랙스,,https://goods-detail.musinsa.com/api2/goods/2124438,restored_survey
musinsa,4827195,4827195,,바지 > 슈트 팬츠 > 슬랙스,,https://goods-detail.musinsa.com/api2/goods/4827195,restored_survey
musinsa,3201942,3201942,,바지 > 데님 팬츠,,https://goods-detail.musinsa.com/api2/goods/3201942,restored_survey
musinsa,6697020,6697020,,바지 > 트레이닝 > 조거 팬츠,,https://goods-detail.musinsa.com/api2/goods/6697020,restored_survey
musinsa,5358816,5358816,,바지 > 데님 팬츠,,https://goods-detail.musinsa.com/api2/goods/5358816,restored_survey
musinsa,4663938,4663938,,바지 > 기타 하의,,https://goods-detail.musinsa.com/api2/goods/4663938,restored_survey
