source,external_category_id,parent_external_category_id,raw_name,raw_full_path,normalized_full_path,depth,target,is_leaf,activity_status,source_url,endpoint_kind,collected_at,source_evidence,raw_response_hash
"uniqlo","57892","null","WOMEN","WOMEN","WOMEN","0","WOMEN","false","unknown","https://www.uniqlo.com/kr/ko/men_navigation","official_navigation_preloaded_taxonomies","2026-08-03T02:01:21.580Z","{""group"":""genders"",""key"":""women"",""parent_count"":0}","2dad9b2eaa9e0b3966064c40708d8fff9be454662a8eba631cdaf427266f1f53"
"uniqlo","57893","null","MEN","MEN","MEN","0","MEN","false","unknown","https://www.uniqlo.com/kr/ko/men_navigation","official_navigation_preloaded_taxonomies","2026-08-03T02:01:21.580Z","{""group"":""genders"",""key"":""men"",""parent_count"":0}","2dad9b2eaa9e0b3966064c40708d8fff9be454662a8eba631cdaf427266f1f53"
"uniqlo","57894","null","KIDS","KIDS","KIDS","0","KIDS","false","unknown","https://www.uniqlo.com/kr/ko/men_navigation","official_navigation_preloaded_taxonomies","2026-08-03T02:01:21.580Z","{""group"":""genders"",""key"":""kids"",""parent_count"":0}","2dad9b2eaa9e0b3966064c40708d8fff9be454662a8eba631cdaf427266f1f53"
"uniqlo","57925","null","BABY","BABY","BABY","0","BABY","false","unknown","https://www.uniqlo.com/kr/ko/men_navigation","official_navigation_preloaded_taxonomies","2026-08-03T02:01:21.580Z","{""group"":""genders"",""key"":""baby"",""parent_count"":0}","2dad9b2eaa9e0b3966064c40708d8fff9be454662a8eba631cdaf427266f1f53"
"uniqlo","57959","57892","티셔츠 & UT","티셔츠 & UT","티셔츠 & UT","1","WOMEN","false","unknown","https://www.uniqlo.com/kr/ko/men_navigation","official_navigation_preloaded_taxonomies","2026-08-03T02:01:21.580Z","{""group"":""classes"",""key"":""tops"",""parent_count"":1}","2dad9b2eaa9e0b3966064c40708d8fff9be454662a8eba631cdaf427266f1f53"
"uniqlo","95354","57892","셔츠 & 블라우스 & 폴로셔츠","셔츠 & 블라우스 & 폴로셔츠","셔츠 & 블라우스 & 폴로셔츠","1","WOMEN","false","unknown","https://www.uniqlo.com/kr/ko/men_navigation","official_navigation_preloaded_taxonomies","2026-08-03T02:01:21.580Z","{""group"":""classes"",""key"":""shirts-and-blouses"",""parent_count"":1}","2dad9b2eaa9e0b3966064c40708d8fff9be454662a8eba631cdaf427266f1f53"
"uniqlo","95353","57892","니트 & 가디건","니트 & 가디건","니트 & 가디건","1","WOMEN","false","unknown","https://www.uniqlo.com/kr/ko/men_navigation","official_navigation_preloaded_taxonomies","2026-08-03T02:01:21.580Z","{""group"":""classes"",""key"":""sweaters-and-knitwear"",""parent_count"":1}","2dad9b2eaa9e0b3966064c40708d8fff9be454662a8eba631cdaf427266f1f53"
"uniqlo","57958","57892","아우터","아우터","아우터","1","WOMEN","false","unknown","https://www.uniqlo.com/kr/ko/men_navigation","official_navigation_preloaded_taxonomies","2026-08-03T02:01:21.580Z","{""group"":""classes"",""key"":""outerwear"",""parent_count"":1}","2dad9b2eaa9e0b3966064c40708d8fff9be454662a8eba631cdaf427266f1f53"
"uniqlo","57960","57892","팬츠","팬츠","팬츠","1","WOMEN","false","unknown","https://www.uniqlo.com/kr/ko/men_navigation","official_navigation_preloaded_taxonomies","2026-08-03T02:01:21.580Z","{""group"":""classes"",""key"":""bottoms"",""parent_count"":1}","2dad9b2eaa9e0b3966064c40708d8fff9be454662a8eba631cdaf427266f1f53"
"uniqlo","57961","57892","원피스 & 스커트","원피스 & 스커트","원피스 & 스커트","1","WOMEN","false","unknown","https://www.uniqlo.com/kr/ko/men_navigation","official_navigation_preloaded_taxonomies","2026-08-03T02:01:21.580Z","{""group"":""classes"",""key"":""dress-and-skirts"",""parent_count"":1}","2dad9b2eaa9e0b3966064c40708d8fff9be454662a8eba631cdaf427266f1f53"
"uniqlo","57963","57892","이너웨어","이너웨어","이너웨어","1","WOMEN","false","unknown","https://www.uniqlo.com/kr/ko/men_navigation","official_navigation_preloaded_taxonomies","2026-08-03T02:01:21.580Z","{""group"":""classes"",""key"":""innerwear"",""parent_count"":1}","2dad9b2eaa9e0b3966064c40708d8fff9be454662a8eba631cdaf427266f1f53"
"uniqlo","57964","57892","파자마 & 홈웨어","파자마 & 홈웨어","파자마 & 홈웨어","1","WOMEN","false","unknown","https://www.uniqlo.com/kr/ko/men_navigation","official_navigation_preloaded_taxonomies","2026-08-03T02:01:21.580Z","{""group"":""classes"",""key"":""loungewear-and-homeware"",""parent_count"":1}","2dad9b2eaa9e0b3966064c40708d8fff9be454662a8eba631cdaf427266f1f53"
"uniqlo","57965","57892","액세서리","액세서리","액세서리","1","WOMEN","false","unknown","https://www.uniqlo.com/kr/ko/men_navigation","official_navigation_preloaded_taxonomies","2026-08-03T02:01:21.580Z","{""group"":""classes"",""key"":""accessories"",""parent_count"":1}","2dad9b2eaa9e0b3966064c40708d8fff9be454662a8eba631cdaf427266f1f53"
"uniqlo","148314","57892","라운지 & 언더웨어 컬렉션","라운지 & 언더웨어 컬렉션","라운지 & 언더웨어 컬렉션","1","WOMEN","false","unknown","https://www.uniqlo.com/kr/ko/men_navigation","official_navigation_preloaded_taxonomies","2026-08-03T02:01:21.580Z","{""group"":""classes"",""key"":""lounge-and-underwear-collection"",""parent_count"":1}","2dad9b2eaa9e0b3966064c40708d8fff9be454662a8eba631cdaf427266f1f53"
"uniqlo","81619","57892","에어리즘","에어리즘","에어리즘","1","WOMEN","false","unknown","https://www.uniqlo.com/kr/ko/men_navigation","official_navigation_preloaded_taxonomies","2026-08-03T02:01:21.580Z","{""group"":""classes"",""key"":""airism"",""parent_count"":1}","2dad9b2eaa9e0b3966064c40708d8fff9be454662a8eba631cdaf427266f1f53"
"uniqlo","57962","57892","스포츠 유틸리티 웨어","스포츠 유틸리티 웨어","스포츠 유틸리티 웨어","1","WOMEN","false","unknown","https://www.uniqlo.com/kr/ko/men_navigation","official_navigation_preloaded_taxonomies","2026-08-03T02:01:21.580Z","{""group"":""classes"",""key"":""sport-utility-wear"",""parent_count"":1}","2dad9b2eaa9e0b3966064c40708d8fff9be454662a8eba631cdaf427266f1f53"
"uniqlo","114788","57892","UV Protection","UV Protection","UV Protection","1","WOMEN","false","unknown","https://www.uniqlo.com/kr/ko/men_navigation","official_navigation_preloaded_taxonomies","2026-08-03T02:01:21.580Z","{""group"":""classes"",""key"":""uv-protection"",""parent_count"":1}","2dad9b2eaa9e0b3966064c40708d8fff9be454662a8eba631cdaf427266f1f53"
"uniqlo","116863","57892","리넨","리넨","리넨","1","WOMEN","false","unknown","https://www.uniqlo.com/kr/ko/men_navigation","official_navigation_preloaded_taxonomies","2026-08-03T02:01:21.580Z","{""group"":""classes"",""key"":""linen"",""parent_count"":1}","2dad9b2eaa9e0b3966064c40708d8fff9be454662a8eba631cdaf427266f1f53"
"uniqlo","107542","57892","Special Collaborations","Special Collaborations","Special Collaborations","1","WOMEN","false","unknown","https://www.uniqlo.com/kr/ko/men_navigation","official_navigation_preloaded_taxonomies","2026-08-03T02:01:21.580Z","{""group"":""classes"",""key"":""special-collaboration"",""parent_count"":1}","2dad9b2eaa9e0b3966064c40708d8fff9be454662a8eba631cdaf427266f1f53"
"uniqlo","124424","57892","GU","GU","GU","1","WOMEN","false","unknown","https://www.uniqlo.com/kr/ko/men_navigation","official_navigation_preloaded_taxonomies","2026-08-03T02:01:21.580Z","{""group"":""classes"",""key"":""gu"",""parent_count"":1}","2dad9b2eaa9e0b3966064c40708d8fff9be454662a8eba631cdaf427266f1f53"
"uniqlo","57967","57893","티셔츠 & 스웨트셔츠 & UT","티셔츠 & 스웨트셔츠 & UT","티셔츠 & 스웨트셔츠 & UT","1","MEN","false","unknown","https://www.uniqlo.com/kr/ko/men_navigation","official_navigation_preloaded_taxonomies","2026-08-03T02:01:21.580Z","{""group"":""classes"",""key"":""tops"",""parent_count"":1}","2dad9b2eaa9e0b3966064c40708d8fff9be454662a8eba631cdaf427266f1f53"
"uniqlo","95356","57893","셔츠","셔츠","셔츠","1","MEN","false","unknown","https://www.uniqlo.com/kr/ko/men_navigation","official_navigation_preloaded_taxonomies","2026-08-03T02:01:21.580Z","{""group"":""classes"",""key"":""shirts-and-polo-shirts"",""parent_count"":1}","2dad9b2eaa9e0b3966064c40708d8fff9be454662a8eba631cdaf427266f1f53"
"uniqlo","95355","57893","니트 & 가디건","니트 & 가디건","니트 & 가디건","1","MEN","false","unknown","https://www.uniqlo.com/kr/ko/men_navigation","official_navigation_preloaded_taxonomies","2026-08-03T02:01:21.580Z","{""group"":""classes"",""key"":""sweaters-and-knitwear"",""parent_count"":1}","2dad9b2eaa9e0b3966064c40708d8fff9be454662a8eba631cdaf427266f1f53"
"uniqlo","57966","57893","아우터","아우터","아우터","1","MEN","false","unknown","https://www.uniqlo.com/kr/ko/men_navigation","official_navigation_preloaded_taxonomies","2026-08-03T02:01:21.580Z","{""group"":""classes"",""key"":""outerwear"",""parent_count"":1}","2dad9b2eaa9e0b3966064c40708d8fff9be454662a8eba631cdaf427266f1f53"
"uniqlo","57968","57893","팬츠","팬츠","팬츠","1","MEN","false","unknown","https://www.uniqlo.com/kr/ko/men_navigation","official_navigation_preloaded_taxonomies","2026-08-03T02:01:21.580Z","{""group"":""classes"",""key"":""bottoms"",""parent_count"":1}","2dad9b2eaa9e0b3966064c40708d8fff9be454662a8eba631cdaf427266f1f53"
"uniqlo","57970","57893","이너웨어","이너웨어","이너웨어","1","MEN","false","unknown","https://www.uniqlo.com/kr/ko/men_navigation","official_navigation_preloaded_taxonomies","2026-08-03T02:01:21.580Z","{""group"":""classes"",""key"":""innerwear"",""parent_count"":1}","2dad9b2eaa9e0b3966064c40708d8fff9be454662a8eba631cdaf427266f1f53"
"uniqlo","57971","57893","라운지 팬츠","라운지 팬츠","라운지 팬츠","1","MEN","false","unknown","https://www.uniqlo.com/kr/ko/men_navigation","official_navigation_preloaded_taxonomies","2026-08-03T02:01:21.580Z","{""group"":""classes"",""key"":""loungewear-and-homeware"",""parent_count"":1}","2dad9b2eaa9e0b3966064c40708d8fff9be454662a8eba631cdaf427266f1f53"
"uniqlo","57972","57893","액세서리","액세서리","액세서리","1","MEN","false","unknown","https://www.uniqlo.com/kr/ko/men_navigation","official_navigation_preloaded_taxonomies","2026-08-03T02:01:21.580Z","{""group"":""classes"",""key"":""accessories"",""parent_count"":1}","2dad9b2eaa9e0b3966064c40708d8fff9be454662a8eba631cdaf427266f1f53"
"uniqlo","81620","57893","에어리즘","에어리즘","에어리즘","1","MEN","false","unknown","https://www.uniqlo.com/kr/ko/men_navigation","official_navigation_preloaded_taxonomies","2026-08-03T02:01:21.580Z","{""group"":""classes"",""key"":""airism"",""parent_count"":1}","2dad9b2eaa9e0b3966064c40708d8fff9be454662a8eba631cdaf427266f1f53"
"uniqlo","57969","57893","스포츠 유틸리티 웨어","스포츠 유틸리티 웨어","스포츠 유틸리티 웨어","1","MEN","false","unknown","https://www.uniqlo.com/kr/ko/men_navigation","official_navigation_preloaded_taxonomies","2026-08-03T02:01:21.580Z","{""group"":""classes"",""key"":""sport-utility-wear"",""parent_count"":1}","2dad9b2eaa9e0b3966064c40708d8fff9be454662a8eba631cdaf427266f1f53"
"uniqlo","114793","57893","UV Protection","UV Protection","UV Protection","1","MEN","false","unknown","https://www.uniqlo.com/kr/ko/men_navigation","official_navigation_preloaded_taxonomies","2026-08-03T02:01:21.580Z","{""group"":""classes"",""key"":""uv-protection"",""parent_count"":1}","2dad9b2eaa9e0b3966064c40708d8fff9be454662a8eba631cdaf427266f1f53"
"uniqlo","116864","57893","리넨","리넨","리넨","1","MEN","false","unknown","https://www.uniqlo.com/kr/ko/men_navigation","official_navigation_preloaded_taxonomies","2026-08-03T02:01:21.580Z","{""group"":""classes"",""key"":""linen"",""parent_count"":1}","2dad9b2eaa9e0b3966064c40708d8fff9be454662a8eba631cdaf427266f1f53"
"uniqlo","107543","57893","Special Collaborations","Special Collaborations","Special Collaborations","1","MEN","false","unknown","https://www.uniqlo.com/kr/ko/men_navigation","official_navigation_preloaded_taxonomies","2026-08-03T02:01:21.580Z","{""group"":""classes"",""key"":""special-collaboration"",""parent_count"":1}","2dad9b2eaa9e0b3966064c40708d8fff9be454662a8eba631cdaf427266f1f53"
"uniqlo","124425","57893","GU","GU","GU","1","MEN","false","unknown","https://www.uniqlo.com/kr/ko/men_navigation","official_navigation_preloaded_taxonomies","2026-08-03T02:01:21.580Z","{""group"":""classes"",""key"":""gu"",""parent_count"":1}","2dad9b2eaa9e0b3966064c40708d8fff9be454662a8eba631cdaf427266f1f53"
"uniqlo","57974","57894","티셔츠 & UT","티셔츠 & UT","티셔츠 & UT","1","KIDS","false","unknown","https://www.uniqlo.com/kr/ko/men_navigation","official_navigation_preloaded_taxonomies","2026-08-03T02:01:21.580Z","{""group"":""classes"",""key"":""tops"",""parent_count"":1}","2dad9b2eaa9e0b3966064c40708d8fff9be454662a8eba631cdaf427266f1f53"
"uniqlo","57975","57894","청바지 & 팬츠","청바지 & 팬츠","청바지 & 팬츠","1","KIDS","false","unknown","https://www.uniqlo.com/kr/ko/men_navigation","official_navigation_preloaded_taxonomies","2026-08-03T02:01:21.580Z","{""group"":""classes"",""key"":""pants-and-skirts"",""parent_count"":1}","2dad9b2eaa9e0b3966064c40708d8fff9be454662a8eba631cdaf427266f1f53"
"uniqlo","57976","57894","원피스 & 스커트","원피스 & 스커트","원피스 & 스커트","1","KIDS","false","unknown","https://www.uniqlo.com/kr/ko/men_navigation","official_navigation_preloaded_taxonomies","2026-08-03T02:01:21.580Z","{""group"":""classes"",""key"":""dresses"",""parent_count"":1}","2dad9b2eaa9e0b3966064c40708d8fff9be454662a8eba631cdaf427266f1f53"
"uniqlo","100066","57894","니트 & 셔츠","니트 & 셔츠","니트 & 셔츠","1","KIDS","false","unknown","https://www.uniqlo.com/kr/ko/men_navigation","official_navigation_preloaded_taxonomies","2026-08-03T02:01:21.580Z","{""group"":""classes"",""key"":""knitwear"",""parent_count"":1}","2dad9b2eaa9e0b3966064c40708d8fff9be454662a8eba631cdaf427266f1f53"
"uniqlo","57973","57894","아우터","아우터","아우터","1","KIDS","false","unknown","https://www.uniqlo.com/kr/ko/men_navigation","official_navigation_preloaded_taxonomies","2026-08-03T02:01:21.580Z","{""group"":""classes"",""key"":""outerwear"",""parent_count"":1}","2dad9b2eaa9e0b3966064c40708d8fff9be454662a8eba631cdaf427266f1f53"
"uniqlo","57978","57894","이너웨어","이너웨어","이너웨어","1","KIDS","false","unknown","https://www.uniqlo.com/kr/ko/men_navigation","official_navigation_preloaded_taxonomies","2026-08-03T02:01:21.580Z","{""group"":""classes"",""key"":""innerwear"",""parent_count"":1}","2dad9b2eaa9e0b3966064c40708d8fff9be454662a8eba631cdaf427266f1f53"
"uniqlo","59410","57894","액세서리","액세서리","액세서리","1","KIDS","false","unknown","https://www.uniqlo.com/kr/ko/men_navigation","official_navigation_preloaded_taxonomies","2026-08-03T02:01:21.580Z","{""group"":""classes"",""key"":""accessories"",""parent_count"":1}","2dad9b2eaa9e0b3966064c40708d8fff9be454662a8eba631cdaf427266f1f53"
"uniqlo","81621","57894","에어리즘","에어리즘","에어리즘","1","KIDS","false","unknown","https://www.uniqlo.com/kr/ko/men_navigation","official_navigation_preloaded_taxonomies","2026-08-03T02:01:21.580Z","{""group"":""classes"",""key"":""airism"",""parent_count"":1}","2dad9b2eaa9e0b3966064c40708d8fff9be454662a8eba631cdaf427266f1f53"
"uniqlo","57977","57894","스포츠 유틸리티 웨어","스포츠 유틸리티 웨어","스포츠 유틸리티 웨어","1","KIDS","false","unknown","https://www.uniqlo.com/kr/ko/men_navigation","official_navigation_preloaded_taxonomies","2026-08-03T02:01:21.580Z","{""group"":""classes"",""key"":""sport-utility-wear"",""parent_count"":1}","2dad9b2eaa9e0b3966064c40708d8fff9be454662a8eba631cdaf427266f1f53"
"uniqlo","114797","57894","UV Protection","UV Protection","UV Protection","1","KIDS","false","unknown","https://www.uniqlo.com/kr/ko/men_navigation","official_navigation_preloaded_taxonomies","2026-08-03T02:01:21.580Z","{""group"":""classes"",""key"":""uv-protection"",""parent_count"":1}","2dad9b2eaa9e0b3966064c40708d8fff9be454662a8eba631cdaf427266f1f53"
"uniqlo","107544","57894","Special Collaborations","Special Collaborations","Special Collaborations","1","KIDS","false","unknown","https://www.uniqlo.com/kr/ko/men_navigation","official_navigation_preloaded_taxonomies","2026-08-03T02:01:21.580Z","{""group"":""classes"",""key"":""special-collaboration"",""parent_count"":1}","2dad9b2eaa9e0b3966064c40708d8fff9be454662a8eba631cdaf427266f1f53"
"uniqlo","57980","57925","신생아(0개월~2세)","신생아(0개월~2세)","신생아(0개월~2세)","1","BABY","false","unknown","https://www.uniqlo.com/kr/ko/men_navigation","official_navigation_preloaded_taxonomies","2026-08-03T02:01:21.580Z","{""group"":""classes"",""key"":""newborn"",""parent_count"":1}","2dad9b2eaa9e0b3966064c40708d8fff9be454662a8eba631cdaf427266f1f53"
"uniqlo","57981","57925","영유아(6개월~5세)","영유아(6개월~5세)","영유아(6개월~5세)","1","BABY","false","unknown","https://www.uniqlo.com/kr/ko/men_navigation","official_navigation_preloaded_taxonomies","2026-08-03T02:01:21.580Z","{""group"":""classes"",""key"":""toddler"",""parent_count"":1}","2dad9b2eaa9e0b3966064c40708d8fff9be454662a8eba631cdaf427266f1f53"
"uniqlo","57995","57959","티셔츠 (반팔 & 긴팔)","티셔츠 & UT > 티셔츠 (반팔 & 긴팔)","티셔츠 & UT > 티셔츠 (반팔 & 긴팔)","2","WOMEN","false","unknown","https://www.uniqlo.com/kr/ko/men_navigation","official_navigation_preloaded_taxonomies","2026-08-03T02:01:21.580Z","{""group"":""categories"",""key"":""t-shirts"",""parent_count"":2}","2dad9b2eaa9e0b3966064c40708d8fff9be454662a8eba631cdaf427266f1f53"
"uniqlo","58001","57959","그래픽티셔츠","티셔츠 & UT > 그래픽티셔츠","티셔츠 & UT > 그래픽티셔츠","2","WOMEN","false","unknown","https://www.uniqlo.com/kr/ko/men_navigation","official_navigation_preloaded_taxonomies","2026-08-03T02:01:21.580Z","{""group"":""categories"",""key"":""graphic-tees-ut"",""parent_count"":2}","2dad9b2eaa9e0b3966064c40708d8fff9be454662a8eba631cdaf427266f1f53"
"uniqlo","57996","57959","브라탑","티셔츠 & UT > 브라탑","티셔츠 & UT > 브라탑","2","WOMEN","false","unknown","https://www.uniqlo.com/kr/ko/men_navigation","official_navigation_preloaded_taxonomies","2026-08-03T02:01:21.580Z","{""group"":""categories"",""key"":""bra-tops"",""parent_count"":2}","2dad9b2eaa9e0b3966064c40708d8fff9be454662a8eba631cdaf427266f1f53"
"uniqlo","58948","57959","PEACE FOR ALL","티셔츠 & UT > PEACE FOR ALL","티셔츠 & UT > PEACE FOR ALL","2","WOMEN","false","unknown","https://www.uniqlo.com/kr/ko/men_navigation","official_navigation_preloaded_taxonomies","2026-08-03T02:01:21.580Z","{""group"":""categories"",""key"":""peace-for-all"",""parent_count"":2}","2dad9b2eaa9e0b3966064c40708d8fff9be454662a8eba631cdaf427266f1f53"
"uniqlo","57997","57959","스웨트셔츠 & 후드집업","티셔츠 & UT > 스웨트셔츠 & 후드집업","티셔츠 & UT > 스웨트셔츠 & 후드집업","2","WOMEN","false","unknown","https://www.uniqlo.com/kr/ko/men_navigation","official_navigation_preloaded_taxonomies","2026-08-03T02:01:21.580Z","{""group"":""categories"",""key"":""sweatshirts-and-hoodies"",""parent_count"":2}","2dad9b2eaa9e0b3966064c40708d8fff9be454662a8eba631cdaf427266f1f53"
"uniqlo","95362","95354","셔츠 & 블라우스","셔츠 & 블라우스 & 폴로셔츠 > 셔츠 & 블라우스","셔츠 & 블라우스 & 폴로셔츠 > 셔츠 & 블라우스","2","WOMEN","false","unknown","https://www.uniqlo.com/kr/ko/men_navigation","official_navigation_preloaded_taxonomies","2026-08-03T02:01:21.580Z","{""group"":""categories"",""key"":""shirts-and-blouses"",""parent_count"":2}","2dad9b2eaa9e0b3966064c40708d8fff9be454662a8eba631cdaf427266f1f53"
"uniqlo","142636","95354","폴로셔츠 (카라티)","셔츠 & 블라우스 & 폴로셔츠 > 폴로셔츠 (카라티)","셔츠 & 블라우스 & 폴로셔츠 > 폴로셔츠 (카라티)","2","WOMEN","false","unknown","https://www.uniqlo.com/kr/ko/men_navigation","official_navigation_preloaded_taxonomies","2026-08-03T02:01:21.580Z","{""group"":""categories"",""key"":""polo-shirts"",""parent_count"":2}","2dad9b2eaa9e0b3966064c40708d8fff9be454662a8eba631cdaf427266f1f53"
"uniqlo","95361","95353","니트","니트 & 가디건 > 니트","니트 & 가디건 > 니트","2","WOMEN","false","unknown","https://www.uniqlo.com/kr/ko/men_navigation","official_navigation_preloaded_taxonomies","2026-08-03T02:01:21.580Z","{""group"":""categories"",""key"":""sweaters-and-knitwear"",""parent_count"":2}","2dad9b2eaa9e0b3966064c40708d8fff9be454662a8eba631cdaf427266f1f53"
"uniqlo","128380","95353","가디건","니트 & 가디건 > 가디건","니트 & 가디건 > 가디건","2","WOMEN","false","unknown","https://www.uniqlo.com/kr/ko/men_navigation","official_navigation_preloaded_taxonomies","2026-08-03T02:01:21.580Z","{""group"":""categories"",""key"":""cardigan"",""parent_count"":2}","2dad9b2eaa9e0b3966064c40708d8fff9be454662a8eba631cdaf427266f1f53"
"uniqlo","57991","57958","파카 & 블루종","아우터 > 파카 & 블루종","아우터 > 파카 & 블루종","2","WOMEN","false","unknown","https://www.uniqlo.com/kr/ko/men_navigation","official_navigation_preloaded_taxonomies","2026-08-03T02:01:21.580Z","{""group"":""categories"",""key"":""parkas-and-blousons"",""parent_count"":2}","2dad9b2eaa9e0b3966064c40708d8fff9be454662a8eba631cdaf427266f1f53"
"uniqlo","57993","57958","재킷 & 코트","아우터 > 재킷 & 코트","아우터 > 재킷 & 코트","2","WOMEN","false","unknown","https://www.uniqlo.com/kr/ko/men_navigation","official_navigation_preloaded_taxonomies","2026-08-03T02:01:21.580Z","{""group"":""categories"",""key"":""jackets"",""parent_count"":2}","2dad9b2eaa9e0b3966064c40708d8fff9be454662a8eba631cdaf427266f1f53"
"uniqlo","57994","57958","경량 패딩 (PUFFTECH)","아우터 > 경량 패딩 (PUFFTECH)","아우터 > 경량 패딩 (PUFFTECH)","2","WOMEN","false","unknown","https://www.uniqlo.com/kr/ko/men_navigation","official_navigation_preloaded_taxonomies","2026-08-03T02:01:21.580Z","{""group"":""categories"",""key"":""pufftech-and-ultra-light-down"",""parent_count"":2}","2dad9b2eaa9e0b3966064c40708d8fff9be454662a8eba631cdaf427266f1f53"
"uniqlo","149931","57960","배럴 레그 팬츠","팬츠 > 배럴 레그 팬츠","팬츠 > 배럴 레그 팬츠","2","WOMEN","false","unknown","https://www.uniqlo.com/kr/ko/men_navigation","official_navigation_preloaded_taxonomies","2026-08-03T02:01:21.580Z","{""group"":""categories"",""key"":""barrel-leg-pants"",""parent_count"":2}","2dad9b2eaa9e0b3966064c40708d8fff9be454662a8eba631cdaf427266f1f53"
"uniqlo","58010","57960","쇼트 팬츠(반바지)","팬츠 > 쇼트 팬츠(반바지)","팬츠 > 쇼트 팬츠(반바지)","2","WOMEN","false","unknown","https://www.uniqlo.com/kr/ko/men_navigation","official_navigation_preloaded_taxonomies","2026-08-03T02:01:21.580Z","{""group"":""categories"",""key"":""short-pants"",""parent_count"":2}","2dad9b2eaa9e0b3966064c40708d8fff9be454662a8eba631cdaf427266f1f53"
"uniqlo","58004","57960","캐주얼 팬츠","팬츠 > 캐주얼 팬츠","팬츠 > 캐주얼 팬츠","2","WOMEN","false","unknown","https://www.uniqlo.com/kr/ko/men_navigation","official_navigation_preloaded_taxonomies","2026-08-03T02:01:21.580Z","{""group"":""categories"",""key"":""casual-pants"",""parent_count"":2}","2dad9b2eaa9e0b3966064c40708d8fff9be454662a8eba631cdaf427266f1f53"
"uniqlo","58002","57960","와이드 팬츠","팬츠 > 와이드 팬츠","팬츠 > 와이드 팬츠","2","WOMEN","false","unknown","https://www.uniqlo.com/kr/ko/men_navigation","official_navigation_preloaded_taxonomies","2026-08-03T02:01:21.580Z","{""group"":""categories"",""key"":""wide-pants"",""parent_count"":2}","2dad9b2eaa9e0b3966064c40708d8fff9be454662a8eba631cdaf427266f1f53"
"uniqlo","58003","57960","진(청바지)","팬츠 > 진(청바지)","팬츠 > 진(청바지)","2","WOMEN","false","unknown","https://www.uniqlo.com/kr/ko/men_navigation","official_navigation_preloaded_taxonomies","2026-08-03T02:01:21.580Z","{""group"":""categories"",""key"":""jeans"",""parent_count"":2}","2dad9b2eaa9e0b3966064c40708d8fff9be454662a8eba631cdaf427266f1f53"
"uniqlo","58008","57960","슬랙스(트라우저)","팬츠 > 슬랙스(트라우저)","팬츠 > 슬랙스(트라우저)","2","WOMEN","false","unknown","https://www.uniqlo.com/kr/ko/men_navigation","official_navigation_preloaded_taxonomies","2026-08-03T02:01:21.580Z","{""group"":""categories"",""key"":""trousers"",""parent_count"":2}","2dad9b2eaa9e0b3966064c40708d8fff9be454662a8eba631cdaf427266f1f53"
"uniqlo","58005","57960","스웨트 팬츠 & 조거 팬츠","팬츠 > 스웨트 팬츠 & 조거 팬츠","팬츠 > 스웨트 팬츠 & 조거 팬츠","2","WOMEN","false","unknown","https://www.uniqlo.com/kr/ko/men_navigation","official_navigation_preloaded_taxonomies","2026-08-03T02:01:21.580Z","{""group"":""categories"",""key"":""sweat-pants"",""parent_count"":2}","2dad9b2eaa9e0b3966064c40708d8fff9be454662a8eba631cdaf427266f1f53"
"uniqlo","58009","57960","레깅스","팬츠 > 레깅스","팬츠 > 레깅스","2","WOMEN","false","unknown","https://www.uniqlo.com/kr/ko/men_navigation","official_navigation_preloaded_taxonomies","2026-08-03T02:01:21.580Z","{""group"":""categories"",""key"":""leggings-pants"",""parent_count"":2}","2dad9b2eaa9e0b3966064c40708d8fff9be454662a8eba631cdaf427266f1f53"
"uniqlo","58011","57961","원피스","원피스 & 스커트 > 원피스","원피스 & 스커트 > 원피스","2","WOMEN","false","unknown","https://www.uniqlo.com/kr/ko/men_navigation","official_navigation_preloaded_taxonomies","2026-08-03T02:01:21.580Z","{""group"":""categories"",""key"":""dresses"",""parent_count"":2}","2dad9b2eaa9e0b3966064c40708d8fff9be454662a8eba631cdaf427266f1f53"
"uniqlo","58012","57961","스커트","원피스 & 스커트 > 스커트","원피스 & 스커트 > 스커트","2","WOMEN","false","unknown","https://www.uniqlo.com/kr/ko/men_navigation","official_navigation_preloaded_taxonomies","2026-08-03T02:01:21.580Z","{""group"":""categories"",""key"":""skirts"",""parent_count"":2}","2dad9b2eaa9e0b3966064c40708d8fff9be454662a8eba631cdaf427266f1f53"
"uniqlo","58018","57963","에어리즘","이너웨어 > 에어리즘","이너웨어 > 에어리즘","2","WOMEN","false","unknown","https://www.uniqlo.com/kr/ko/men_navigation","official_navigation_preloaded_taxonomies","2026-08-03T02:01:21.580Z","{""group"":""categories"",""key"":""airism"",""parent_count"":2}","2dad9b2eaa9e0b3966064c40708d8fff9be454662a8eba631cdaf427266f1f53"
"uniqlo","58021","57963","브라탑","이너웨어 > 브라탑","이너웨어 > 브라탑","2","WOMEN","false","unknown","https://www.uniqlo.com/kr/ko/men_navigation","official_navigation_preloaded_taxonomies","2026-08-03T02:01:21.580Z","{""group"":""categories"",""key"":""bra-tops"",""parent_count"":2}","2dad9b2eaa9e0b3966064c40708d8fff9be454662a8eba631cdaf427266f1f53"
