source,product_key,observed_id,queue_audience,product_name,audience,accepted_for_audience_quota,category_path,depth1_name,depth1_code,depth2_name,depth2_code,depth3_name,depth3_code,depth4_name,depth4_code,evidence_url,evidence_source,breadcrumb_evidence_json,unresolved_reason
uniqlo,E483382,E483382-000,KIDS,,KIDS,True,티셔츠 & UT > 티셔츠 (반팔 & 긴팔) > 반팔,티셔츠 & UT,57974,티셔츠 (반팔 & 긴팔),58078,반팔,58585,,,https://www.uniqlo.com/kr/ko/products/E483382-000/00,uniqlo_hydration,"[{""role"":""gender"",""id"":""57894"",""name"":""kids"",""locale"":""KIDS"",""level"":1,""raw_order"":0},{""role"":""class"",""id"":""57974"",""name"":""tops"",""locale"":""티셔츠 & UT"",""level"":2,""raw_order"":1},{""role"":""category"",""id"":""58078"",""name"":""t shirts"",""locale"":""티셔츠 (반팔 & 긴팔)"",""level"":3,""raw_order"":2},{""role"":""subcategory"",""id"":""58585"",""name"":""short sleeve"",""locale"":""반팔"",""level"":4,""raw_order"":3}]",
uniqlo,E482260,E482260-000,MEN,,MEN,True,라운지 팬츠 > 라운지 팬츠 > 쇼트 팬츠,라운지 팬츠,57971,라운지 팬츠,58067,쇼트 팬츠,58545,,,https://www.uniqlo.com/kr/ko/products/E482260-000/00,uniqlo_hydration,"[{""role"":""gender"",""id"":""57893"",""name"":""men"",""locale"":""MEN"",""level"":1,""raw_order"":0},{""role"":""class"",""id"":""57971"",""name"":""loungewear and homeware"",""locale"":""라운지 팬츠"",""level"":2,""raw_order"":1},{""role"":""category"",""id"":""58067"",""name"":""lounge pants"",""locale"":""라운지 팬츠"",""level"":3,""raw_order"":2},{""role"":""subcategory"",""id"":""58545"",""name"":""shorts"",""locale"":""쇼트 팬츠"",""level"":4,""raw_order"":3}]",
uniqlo,E482982,E482982-000,WOMEN,,WOMEN,True,원피스 & 스커트 > 원피스 > 슬리브리스 원피스,원피스 & 스커트,57961,원피스,58011,슬리브리스 원피스,58243,,,https://www.uniqlo.com/kr/ko/products/E482982-000/00,uniqlo_hydration,"[{""role"":""gender"",""id"":""57892"",""name"":""women"",""locale"":""WOMEN"",""level"":1,""raw_order"":0},{""role"":""class"",""id"":""57961"",""name"":""dress and skirts"",""locale"":""원피스 & 스커트"",""level"":2,""raw_order"":1},{""role"":""category"",""id"":""58011"",""name"":""dresses"",""locale"":""원피스"",""level"":3,""raw_order"":2},{""role"":""subcategory"",""id"":""58243"",""name"":""sleeveless"",""locale"":""슬리브리스 원피스"",""level"":4,""raw_order"":3}]",
uniqlo,E482299,E482299-000,MEN,,MEN,True,티셔츠 & 스웨트셔츠 & UT > 티셔츠 (반팔 & 긴팔) > DRY-EX,티셔츠 & 스웨트셔츠 & UT,57967,티셔츠 (반팔 & 긴팔),58039,DRY-EX,58393,,,https://www.uniqlo.com/kr/ko/products/E482299-000/00,uniqlo_hydration,"[{""role"":""gender"",""id"":""57893"",""name"":""men"",""locale"":""MEN"",""level"":1,""raw_order"":0},{""role"":""class"",""id"":""57967"",""name"":""tops"",""locale"":""티셔츠 & 스웨트셔츠 & UT"",""level"":2,""raw_order"":1},{""role"":""category"",""id"":""58039"",""name"":""t shirts"",""locale"":""티셔츠 (반팔 & 긴팔)"",""level"":3,""raw_order"":2},{""role"":""subcategory"",""id"":""58393"",""name"":""dry ex"",""locale"":""DRY-EX"",""level"":4,""raw_order"":3}]",
uniqlo,E482983,E482983-000,WOMEN,,WOMEN,True,원피스 & 스커트 > 원피스 > 슬리브리스 원피스,원피스 & 스커트,57961,원피스,58011,슬리브리스 원피스,58243,,,https://www.uniqlo.com/kr/ko/products/E482983-000/00,uniqlo_hydration,"[{""role"":""gender"",""id"":""57892"",""name"":""women"",""locale"":""WOMEN"",""level"":1,""raw_order"":0},{""role"":""class"",""id"":""57961"",""name"":""dress and skirts"",""locale"":""원피스 & 스커트"",""level"":2,""raw_order"":1},{""role"":""category"",""id"":""58011"",""name"":""dresses"",""locale"":""원피스"",""level"":3,""raw_order"":2},{""role"":""subcategory"",""id"":""58243"",""name"":""sleeveless"",""locale"":""슬리브리스 원피스"",""level"":4,""raw_order"":3}]",
uniqlo,E482758,E482758-000,MEN,,MEN,True,팬츠 > 스웨트 팬츠 & 조거 팬츠 > 스웨트,팬츠,57968,스웨트 팬츠 & 조거 팬츠,58050,스웨트,58460,,,https://www.uniqlo.com/kr/ko/products/E482758-000/00,uniqlo_hydration,"[{""role"":""gender"",""id"":""57893"",""name"":""men"",""locale"":""MEN"",""level"":1,""raw_order"":0},{""role"":""class"",""id"":""57968"",""name"":""bottoms"",""locale"":""팬츠"",""level"":2,""raw_order"":1},{""role"":""category"",""id"":""58050"",""name"":""sweat pants"",""locale"":""스웨트 팬츠 & 조거 팬츠"",""level"":3,""raw_order"":2},{""role"":""subcategory"",""id"":""58460"",""name"":""sweat"",""locale"":""스웨트"",""level"":4,""raw_order"":3}]",
uniqlo,E483268,E483268-000,WOMEN,,WOMEN,True,티셔츠 & UT > 티셔츠 (반팔 & 긴팔) > 반팔,티셔츠 & UT,57959,티셔츠 (반팔 & 긴팔),57995,반팔,58144,,,https://www.uniqlo.com/kr/ko/products/E483268-000/00,uniqlo_hydration,"[{""role"":""gender"",""id"":""57892"",""name"":""women"",""locale"":""WOMEN"",""level"":1,""raw_order"":0},{""role"":""class"",""id"":""57959"",""name"":""tops"",""locale"":""티셔츠 & UT"",""level"":2,""raw_order"":1},{""role"":""category"",""id"":""57995"",""name"":""t shirts"",""locale"":""티셔츠 (반팔 & 긴팔)"",""level"":3,""raw_order"":2},{""role"":""subcategory"",""id"":""58144"",""name"":""half sleeve"",""locale"":""반팔"",""level"":4,""raw_order"":3}]",
uniqlo,E482883,E482883-000,MEN,,MEN,True,팬츠 > 와이드 팬츠 > 유틸리티(카고ㆍ커브),팬츠,57968,와이드 팬츠,58046,유틸리티(카고ㆍ커브),58443,,,https://www.uniqlo.com/kr/ko/products/E482883-000/00,uniqlo_hydration,"[{""role"":""gender"",""id"":""57893"",""name"":""men"",""locale"":""MEN"",""level"":1,""raw_order"":0},{""role"":""class"",""id"":""57968"",""name"":""bottoms"",""locale"":""팬츠"",""level"":2,""raw_order"":1},{""role"":""category"",""id"":""58046"",""name"":""wide pants"",""locale"":""와이드 팬츠"",""level"":3,""raw_order"":2},{""role"":""subcategory"",""id"":""58443"",""name"":""work pants"",""locale"":""유틸리티(카고ㆍ커브)"",""level"":4,""raw_order"":3}]",
uniqlo,E483461,E483461-000,WOMEN,,WOMEN,True,티셔츠 & UT > 티셔츠 (반팔 & 긴팔) > 반팔,티셔츠 & UT,57959,티셔츠 (반팔 & 긴팔),57995,반팔,58144,,,https://www.uniqlo.com/kr/ko/products/E483461-000/00,uniqlo_hydration,"[{""role"":""gender"",""id"":""57892"",""name"":""women"",""locale"":""WOMEN"",""level"":1,""raw_order"":0},{""role"":""class"",""id"":""57959"",""name"":""tops"",""locale"":""티셔츠 & UT"",""level"":2,""raw_order"":1},{""role"":""category"",""id"":""57995"",""name"":""t shirts"",""locale"":""티셔츠 (반팔 & 긴팔)"",""level"":3,""raw_order"":2},{""role"":""subcategory"",""id"":""58144"",""name"":""half sleeve"",""locale"":""반팔"",""level"":4,""raw_order"":3}]",
uniqlo,E482937,E482937-000,MEN,,WOMEN,True,팬츠 > 쇼트 팬츠(반바지) > 유니섹스,팬츠,57960,쇼트 팬츠(반바지),58010,유니섹스,63087,,,https://www.uniqlo.com/kr/ko/products/E482937-000/00,uniqlo_hydration,"[{""role"":""gender"",""id"":""57892"",""name"":""women"",""locale"":""WOMEN"",""level"":1,""raw_order"":0},{""role"":""class"",""id"":""57960"",""name"":""bottoms"",""locale"":""팬츠"",""level"":2,""raw_order"":1},{""role"":""category"",""id"":""58010"",""name"":""short pants"",""locale"":""쇼트 팬츠(반바지)"",""level"":3,""raw_order"":2},{""role"":""subcategory"",""id"":""63087"",""name"":""unisex"",""locale"":""유니섹스"",""level"":4,""raw_order"":3}]",
uniqlo,E483463,E483463-000,WOMEN,,WOMEN,True,티셔츠 & UT > 티셔츠 (반팔 & 긴팔) > 반팔,티셔츠 & UT,57959,티셔츠 (반팔 & 긴팔),57995,반팔,58144,,,https://www.uniqlo.com/kr/ko/products/E483463-000/00,uniqlo_hydration,"[{""role"":""gender"",""id"":""57892"",""name"":""women"",""locale"":""WOMEN"",""level"":1,""raw_order"":0},{""role"":""class"",""id"":""57959"",""name"":""tops"",""locale"":""티셔츠 & UT"",""level"":2,""raw_order"":1},{""role"":""category"",""id"":""57995"",""name"":""t shirts"",""locale"":""티셔츠 (반팔 & 긴팔)"",""level"":3,""raw_order"":2},{""role"":""subcategory"",""id"":""58144"",""name"":""half sleeve"",""locale"":""반팔"",""level"":4,""raw_order"":3}]",
uniqlo,E482939,E482939-000,MEN,,MEN,True,스포츠 유틸리티 웨어 > 팬츠 > 기어 팬츠,스포츠 유틸리티 웨어,57969,팬츠,58058,기어 팬츠,58498,,,https://www.uniqlo.com/kr/ko/products/E482939-000/00,uniqlo_hydration,"[{""role"":""gender"",""id"":""57893"",""name"":""men"",""locale"":""MEN"",""level"":1,""raw_order"":0},{""role"":""class"",""id"":""57969"",""name"":""sport utility wear"",""locale"":""스포츠 유틸리티 웨어"",""level"":2,""raw_order"":1},{""role"":""category"",""id"":""58058"",""name"":""pants"",""locale"":""팬츠"",""level"":3,""raw_order"":2},{""role"":""subcategory"",""id"":""58498"",""name"":""geared"",""locale"":""기어 팬츠"",""level"":4,""raw_order"":3}]",
uniqlo,E483479,E483479-000,WOMEN,,WOMEN,True,티셔츠 & UT > 티셔츠 (반팔 & 긴팔) > 슬리브리스,티셔츠 & UT,57959,티셔츠 (반팔 & 긴팔),57995,슬리브리스,58145,,,https://www.uniqlo.com/kr/ko/products/E483479-000/00,uniqlo_hydration,"[{""role"":""gender"",""id"":""57892"",""name"":""women"",""locale"":""WOMEN"",""level"":1,""raw_order"":0},{""role"":""class"",""id"":""57959"",""name"":""tops"",""locale"":""티셔츠 & UT"",""level"":2,""raw_order"":1},{""role"":""category"",""id"":""57995"",""name"":""t shirts"",""locale"":""티셔츠 (반팔 & 긴팔)"",""level"":3,""raw_order"":2},{""role"":""subcategory"",""id"":""58145"",""name"":""sleeveless"",""locale"":""슬리브리스"",""level"":4,""raw_order"":3}]",
uniqlo,E482942,E482942-000,MEN,,MEN,True,Special Collaborations > UNIQLO and JW ANDERSON > Bottoms,Special Collaborations,107543,UNIQLO and JW ANDERSON,107552,Bottoms,107624,,,https://www.uniqlo.com/kr/ko/products/E482942-000/00,uniqlo_hydration,"[{""role"":""gender"",""id"":""57893"",""name"":""men"",""locale"":""MEN"",""level"":1,""raw_order"":0},{""role"":""class"",""id"":""107543"",""name"":""special collaboration"",""locale"":""Special Collaborations"",""level"":2,""raw_order"":1},{""role"":""category"",""id"":""107552"",""name"":""uniqlo and jw anderson"",""locale"":""UNIQLO and JW ANDERSON"",""level"":3,""raw_order"":2},{""role"":""subcategory"",""id"":""107624"",""name"":""bottoms"",""locale"":""Bottoms"",""level"":4,""raw_order"":3}]",
