source,product_key,observed_id,color_code,category_path,category_url,queue_audience,actual_audience,accepted_for_audience_quota,evidence_url,evidence_type
musinsa,4821229,4821229,,아우터 > 기타 아우터,https://www.musinsa.com/category/002/goods?gf=A,,,True,https://goods-detail.musinsa.com/api2/goods/4821229,live_public_response
musinsa,4827195,4827195,,바지 > 슈트 팬츠/슬랙스,https://www.musinsa.com/category/003/goods?gf=A,,,True,https://goods-detail.musinsa.com/api2/goods/4827195,live_public_response
musinsa,4933453,4933453,,바지 > 데님 팬츠,https://www.musinsa.com/category/003/goods?gf=A,,,True,https://goods-detail.musinsa.com/api2/goods/4933453,live_public_response
musinsa,4982343,4982343,,아우터 > 카디건,https://www.musinsa.com/category/002/goods?gf=A,,,True,https://goods-detail.musinsa.com/api2/goods/4982343,live_public_response
musinsa,4989733,4989733,,상의 > 셔츠/블라우스,https://www.musinsa.com/category/001/goods?gf=A,,,True,https://goods-detail.musinsa.com/api2/goods/4989733,live_public_response
musinsa,5059063,5059063,,아우터 > 카디건,https://www.musinsa.com/category/002/goods?gf=A,,,True,https://goods-detail.musinsa.com/api2/goods/5059063,live_public_response
musinsa,5104486,5104486,,아우터 > 카디건,https://www.musinsa.com/category/002/goods?gf=A,,,True,https://goods-detail.musinsa.com/api2/goods/5104486,live_public_response
musinsa,5134734,5134734,,원피스/스커트 > 맥시원피스,https://www.musinsa.com/category/100/goods?gf=A,,,True,https://goods-detail.musinsa.com/api2/goods/5134734,live_public_response
musinsa,5178636,5178636,,아우터 > 카디건,https://www.musinsa.com/category/002/goods?gf=A,,,True,https://goods-detail.musinsa.com/api2/goods/5178636,live_public_response
musinsa,5199474,5199474,,원피스/스커트 > 미니원피스,https://www.musinsa.com/category/100/goods?gf=A,,,True,https://goods-detail.musinsa.com/api2/goods/5199474,live_public_response
musinsa,5279560,5279560,,바지 > 코튼 팬츠,https://www.musinsa.com/category/003/goods?gf=A,,,True,https://goods-detail.musinsa.com/api2/goods/5279560,live_public_response
musinsa,5320076,5320076,,바지 > 코튼 팬츠,https://www.musinsa.com/category/003/goods?gf=A,,,True,https://goods-detail.musinsa.com/api2/goods/5320076,live_public_response
musinsa,5345115,5345115,,아우터 > 후드 집업,https://www.musinsa.com/category/002/goods?gf=A,,,True,https://goods-detail.musinsa.com/api2/goods/5345115,live_public_response
musinsa,5354512,5354512,,바지 > 슈트 팬츠/슬랙스,https://www.musinsa.com/category/003/goods?gf=A,,,True,https://goods-detail.musinsa.com/api2/goods/5354512,live_public_response
musinsa,5358816,5358816,,바지 > 데님 팬츠,https://www.musinsa.com/category/003/goods?gf=A,,,True,https://goods-detail.musinsa.com/api2/goods/5358816,live_public_response
musinsa,5413150,5413150,,바지 > 코튼 팬츠,https://www.musinsa.com/category/003/goods?gf=A,,,True,https://goods-detail.musinsa.com/api2/goods/5413150,live_public_response
musinsa,5626716,5626716,,아우터 > 카디건,https://www.musinsa.com/category/002/goods?gf=A,,,True,https://goods-detail.musinsa.com/api2/goods/5626716,live_public_response
musinsa,5698175,5698175,,원피스/스커트 > 미디스커트,https://www.musinsa.com/category/100/goods?gf=A,,,True,https://goods-detail.musinsa.com/api2/goods/5698175,live_public_response
musinsa,5698186,5698186,,원피스/스커트 > 미니원피스,https://www.musinsa.com/category/100/goods?gf=A,,,True,https://goods-detail.musinsa.com/api2/goods/5698186,live_public_response
musinsa,5698189,5698189,,원피스/스커트 > 미디스커트,https://www.musinsa.com/category/100/goods?gf=A,,,True,https://goods-detail.musinsa.com/api2/goods/5698189,live_public_response
musinsa,5886363,5886363,,바지 > 코튼 팬츠,https://www.musinsa.com/category/003/goods?gf=A,,,True,https://goods-detail.musinsa.com/api2/goods/5886363,live_public_response
musinsa,5973119,5973119,,아우터 > 나일론/코치 재킷,https://www.musinsa.com/category/002/goods?gf=A,,,True,https://goods-detail.musinsa.com/api2/goods/5973119,live_public_response
musinsa,5980112,5980112,,아우터 > 카디건,https://www.musinsa.com/category/002/goods?gf=A,,,True,https://goods-detail.musinsa.com/api2/goods/5980112,live_public_response
musinsa,5982920,5982920,,상의 > 긴소매 티셔츠,https://www.musinsa.com/category/001/goods?gf=A,,,True,https://goods-detail.musinsa.com/api2/goods/5982920,live_public_response
musinsa,5987009,5987009,,바지 > 트레이닝/조거 팬츠,https://www.musinsa.com/category/003/goods?gf=A,,,True,https://goods-detail.musinsa.com/api2/goods/5987009,live_public_response
uniqlo,E422992,E422992-000,000,티셔츠 & 스웨트셔츠 & UT > 티셔츠 (반팔 & 긴팔) > 반팔,https://www.uniqlo.com/kr/ko/men/tops/t-shirts,MEN,MEN,True,https://www.uniqlo.com/kr/ko/products/E422992-000/00,live_public_response
uniqlo,E422992,E422992-000,000,티셔츠 & 스웨트셔츠 & UT > 티셔츠 (반팔 & 긴팔) > 반팔,https://www.uniqlo.com/kr/ko/women/tops/t-shirts,WOMEN,MEN,True,https://www.uniqlo.com/kr/ko/products/E422992-000/00,live_public_response
uniqlo,E424873,E424873-000,000,티셔츠 & UT > 티셔츠 (반팔 & 긴팔) > 반팔,https://www.uniqlo.com/kr/ko/women/tops/t-shirts,WOMEN,WOMEN,True,https://www.uniqlo.com/kr/ko/products/E424873-000/00,live_public_response
uniqlo,E474592,E474592-000,000,티셔츠 & UT > 티셔츠 (반팔 & 긴팔) > 에어리즘 코튼,https://www.uniqlo.com/kr/ko/kids/tops/t-shirts,KIDS,KIDS,True,https://www.uniqlo.com/kr/ko/products/E474592-000/00,live_public_response
uniqlo,E458325,E458325-000,000,팬츠 > 쇼트 팬츠(반바지) > 이지(허리 밴딩),https://www.uniqlo.com/kr/ko/men/bottoms,MEN,MEN,True,https://www.uniqlo.com/kr/ko/products/E458325-000/00,live_public_response
uniqlo,E455365,E455365-000,000,티셔츠 & 스웨트셔츠 & UT > 티셔츠 (반팔 & 긴팔) > 반팔,https://www.uniqlo.com/kr/ko/women/tops/t-shirts,WOMEN,MEN,True,https://www.uniqlo.com/kr/ko/products/E455365-000/00,live_public_response
uniqlo,E474832,E474832-000,000,티셔츠 & UT > 티셔츠 (반팔 & 긴팔) > 에어리즘 코튼,https://www.uniqlo.com/kr/ko/kids/tops/t-shirts,KIDS,KIDS,True,https://www.uniqlo.com/kr/ko/products/E474832-000/00,live_public_response
uniqlo,E465185,E465185-000,000,티셔츠 & 스웨트셔츠 & UT > 티셔츠 (반팔 & 긴팔) > 에어리즘 코튼,https://www.uniqlo.com/kr/ko/men/tops/t-shirts,MEN,MEN,True,https://www.uniqlo.com/kr/ko/products/E465185-000/00,live_public_response
uniqlo,E465185,E465185-000,000,티셔츠 & 스웨트셔츠 & UT > 티셔츠 (반팔 & 긴팔) > 에어리즘 코튼,https://www.uniqlo.com/kr/ko/women/tops/t-shirts,WOMEN,MEN,True,https://www.uniqlo.com/kr/ko/products/E465185-000/00,live_public_response
uniqlo,E465751,E465751-000,000,티셔츠 & UT > 티셔츠 (반팔 & 긴팔) > 긴팔,https://www.uniqlo.com/kr/ko/women/tops/t-shirts,WOMEN,WOMEN,True,https://www.uniqlo.com/kr/ko/products/E465751-000/00,live_public_response
uniqlo,E483348,E483348-000,000,티셔츠 & UT > 티셔츠 (반팔 & 긴팔) > 걸즈,https://www.uniqlo.com/kr/ko/kids/tops/t-shirts,KIDS,KIDS,True,https://www.uniqlo.com/kr/ko/products/E483348-000/00,live_public_response
uniqlo,E471809,E471809-000,000,팬츠 > 스웨트 팬츠 & 조거 팬츠 > 스웨트,https://www.uniqlo.com/kr/ko/men/bottoms,MEN,MEN,True,https://www.uniqlo.com/kr/ko/products/E471809-000/00,live_public_response
uniqlo,E465755,E465755-000,000,티셔츠 & UT > 티셔츠 (반팔 & 긴팔) > 반팔,https://www.uniqlo.com/kr/ko/women/tops/t-shirts,WOMEN,WOMEN,True,https://www.uniqlo.com/kr/ko/products/E465755-000/00,live_public_response
uniqlo,E483349,E483349-000,000,티셔츠 & UT > 티셔츠 (반팔 & 긴팔) > 그래픽 티셔츠,https://www.uniqlo.com/kr/ko/kids/tops/t-shirts,KIDS,KIDS,True,https://www.uniqlo.com/kr/ko/products/E483349-000/00,live_public_response
uniqlo,E473715,E473715-000,000,팬츠 > 스웨트 팬츠 & 조거 팬츠 > 스웨트,https://www.uniqlo.com/kr/ko/men/bottoms,MEN,MEN,True,https://www.uniqlo.com/kr/ko/products/E473715-000/00,live_public_response
uniqlo,E465760,E465760-000,000,티셔츠 & UT > 티셔츠 (반팔 & 긴팔) > 반팔,https://www.uniqlo.com/kr/ko/women/tops/t-shirts,WOMEN,WOMEN,True,https://www.uniqlo.com/kr/ko/products/E465760-000/00,live_public_response
uniqlo,E483350,E483350-000,000,티셔츠 & UT > 티셔츠 (반팔 & 긴팔) > 그래픽 티셔츠,https://www.uniqlo.com/kr/ko/kids/tops/t-shirts,KIDS,KIDS,True,https://www.uniqlo.com/kr/ko/products/E483350-000/00,live_public_response
uniqlo,E475386,E475386-000,000,스포츠 유틸리티 웨어 > 팬츠 > 울트라 스트레치 팬츠,https://www.uniqlo.com/kr/ko/men/bottoms,MEN,MEN,True,https://www.uniqlo.com/kr/ko/products/E475386-000/00,live_public_response
uniqlo,E470143,E470143-000,000,티셔츠 & UT > 티셔츠 (반팔 & 긴팔) > 긴팔,https://www.uniqlo.com/kr/ko/women/tops/t-shirts,WOMEN,WOMEN,True,https://www.uniqlo.com/kr/ko/products/E470143-000/00,live_public_response
uniqlo,E483351,E483351-000,000,티셔츠 & UT > 티셔츠 (반팔 & 긴팔) > 그래픽 티셔츠,https://www.uniqlo.com/kr/ko/kids/tops/t-shirts,KIDS,KIDS,True,https://www.uniqlo.com/kr/ko/products/E483351-000/00,live_public_response
uniqlo,E476225,E476225-000,000,팬츠 > 스웨트 팬츠 & 조거 팬츠 > 유니섹스,https://www.uniqlo.com/kr/ko/men/bottoms,MEN,WOMEN,True,https://www.uniqlo.com/kr/ko/products/E476225-000/00,live_public_response
uniqlo,E480054,E480054-000,000,티셔츠 & UT > 티셔츠 (반팔 & 긴팔) > 반팔,https://www.uniqlo.com/kr/ko/women/tops/t-shirts,WOMEN,WOMEN,True,https://www.uniqlo.com/kr/ko/products/E480054-000/00,live_public_response
uniqlo,E483352,E483352-000,000,티셔츠 & UT > 티셔츠 (반팔 & 긴팔) > 그래픽 티셔츠,https://www.uniqlo.com/kr/ko/kids/tops/t-shirts,KIDS,KIDS,True,https://www.uniqlo.com/kr/ko/products/E483352-000/00,live_public_response
uniqlo,E478702,E478702-000,000,GU > 팬츠 > 팬츠,https://www.uniqlo.com/kr/ko/men/bottoms,MEN,MEN,True,https://www.uniqlo.com/kr/ko/products/E478702-000/00,live_public_response
uniqlo,E480302,E480302-000,000,팬츠 > 쇼트 팬츠(반바지) > 스코츠,https://www.uniqlo.com/kr/ko/women/dress-and-skirts,WOMEN,WOMEN,True,https://www.uniqlo.com/kr/ko/products/E480302-000/00,live_public_response
uniqlo,E483373,E483373-000,000,티셔츠 & UT > 그래픽티셔츠 > mofusand,https://www.uniqlo.com/kr/ko/kids/tops/t-shirts,KIDS,KIDS,True,https://www.uniqlo.com/kr/ko/products/E483373-000/00,live_public_response
uniqlo,E481582,E481582-000,000,팬츠 > 쇼트 팬츠(반바지) > 이지(허리 밴딩),https://www.uniqlo.com/kr/ko/men/bottoms,MEN,MEN,True,https://www.uniqlo.com/kr/ko/products/E481582-000/00,live_public_response
uniqlo,E482286,E482286-000,000,원피스 & 스커트 > 스커트 > 플레어,https://www.uniqlo.com/kr/ko/women/dress-and-skirts,WOMEN,WOMEN,True,https://www.uniqlo.com/kr/ko/products/E482286-000/00,live_public_response
uniqlo,E483377,E483377-000,000,티셔츠 & UT > 티셔츠 (반팔 & 긴팔) > 반팔,https://www.uniqlo.com/kr/ko/kids/tops/t-shirts,KIDS,KIDS,True,https://www.uniqlo.com/kr/ko/products/E483377-000/00,live_public_response
uniqlo,E481583,E481583-000,000,라운지 팬츠 > 라운지 팬츠 > 쇼트 팬츠,https://www.uniqlo.com/kr/ko/men/bottoms,MEN,MEN,True,https://www.uniqlo.com/kr/ko/products/E481583-000/00,live_public_response
uniqlo,E482658,E482658-000,000,원피스 & 스커트 > 스커트 > 플리츠,https://www.uniqlo.com/kr/ko/women/dress-and-skirts,WOMEN,WOMEN,True,https://www.uniqlo.com/kr/ko/products/E482658-000/00,live_public_response
uniqlo,E483382,E483382-000,000,티셔츠 & UT > 티셔츠 (반팔 & 긴팔) > 반팔,https://www.uniqlo.com/kr/ko/kids/tops/t-shirts,KIDS,KIDS,True,https://www.uniqlo.com/kr/ko/products/E483382-000/00,live_public_response
uniqlo,E482260,E482260-000,000,라운지 팬츠 > 라운지 팬츠 > 쇼트 팬츠,https://www.uniqlo.com/kr/ko/men/bottoms,MEN,MEN,True,https://www.uniqlo.com/kr/ko/products/E482260-000/00,live_public_response
uniqlo,E482982,E482982-000,000,원피스 & 스커트 > 원피스 > 슬리브리스 원피스,https://www.uniqlo.com/kr/ko/women/dress-and-skirts,WOMEN,WOMEN,True,https://www.uniqlo.com/kr/ko/products/E482982-000/00,live_public_response
